rank,agent,kd,kills,deaths,assists,win_rate,pick_rate,avg_score,matches,episode,act,placement
15,Breach,0.95,14.5,15.3,5.3,0.49,0.014,203,190434,e3,act1,gold3
16,Yoru,0.99,15.4,15.6,3.4,0.44,0.013,216,176001,e3,act1,gold3
1,Reyna,1.15,17.7,15.4,4.1,0.51,0.145,249,2617881,e3,act1,gold2
2,Jett,1.13,17.6,15.5,3.8,0.5,0.144,248,2604621,e3,act1,gold2
3,Sage,0.95,13.9,14.6,5.1,0.51,0.139,192,2518431,e3,act1,gold2
4,Omen,0.97,14.7,15.1,5.3,0.49,0.083,204,1495371,e3,act1,gold2
5,Raze,1.04,16.3,15.6,4.9,0.5,0.07,240,1264137,e3,act1,gold2
6,Sova,0.99,14.4,14.5,6.0,0.5,0.07,206,1263729,e3,act1,gold2
7,Killjoy,1.0,14.2,14.2,4.0,0.52,0.064,203,1161117,e3,act1,gold2
8,Viper,0.99,14.3,14.5,5.3,0.5,0.05,201,904434,e3,act1,gold2
9,Skye,0.98,14.7,15.0,4.6,0.5,0.045,204,822426,e3,act1,gold2
10,Brimstone,0.97,14.4,14.9,6.6,0.51,0.041,203,747048,e3,act1,gold2
11,Cypher,0.97,14.2,14.6,4.2,0.48,0.036,195,652596,e3,act1,gold2
12,Phoenix,1.06,16.2,15.4,4.0,0.49,0.036,232,643977,e3,act1,gold2
13,KAY/O,0.91,14.0,15.4,7.1,0.45,0.035,199,637806,e3,act1,gold2
14,Yoru,0.98,15.2,15.5,3.4,0.44,0.014,215,259743,e3,act1,gold2
15,Breach,0.94,14.4,15.3,5.3,0.48,0.014,204,256734,e3,act1,gold2
16,Astra,1.01,14.7,14.7,4.9,0.49,0.014,202,248727,e3,act1,gold2
1,Sage,0.93,13.6,14.6,5.1,0.51,0.144,189,3372528,e3,act1,gold1
2,Reyna,1.14,17.5,15.4,4.2,0.51,0.142,247,3319743,e3,act1,gold1
3,Jett,1.12,17.4,15.5,3.9,0.51,0.136,246,3179238,e3,act1,gold1
4,Omen,0.96,14.5,15.1,5.2,0.49,0.082,203,1918467,e3,act1,gold1
5,Raze,1.03,16.1,15.6,4.9,0.5,0.069,237,1620423,e3,act1,gold1
6,Sova,0.98,14.3,14.5,5.9,0.51,0.069,205,1619403,e3,act1,gold1
7,Killjoy,0.98,13.9,14.2,4.1,0.51,0.068,200,1592832,e3,act1,gold1
8,Viper,0.98,14.1,14.5,5.2,0.5,0.05,199,1172439,e3,act1,gold1
9,Skye,0.96,14.4,15.0,4.7,0.5,0.044,200,1020612,e3,act1,gold1
10,Brimstone,0.95,14.2,14.9,6.5,0.51,0.043,201,1011024,e3,act1,gold1
11,KAY/O,0.9,13.8,15.4,7.0,0.46,0.037,198,876180,e3,act1,gold1
12,Phoenix,1.04,16.0,15.4,4.0,0.48,0.036,230,850170,e3,act1,gold1
13,Cypher,0.97,14.0,14.5,4.2,0.48,0.035,195,820284,e3,act1,gold1
14,Yoru,0.95,14.9,15.6,3.5,0.44,0.015,211,357357,e3,act1,gold1
15,Breach,0.93,14.3,15.4,5.2,0.49,0.015,201,338946,e3,act1,gold1
16,Astra,0.99,14.4,14.6,4.8,0.49,0.013,199,298860,e3,act1,gold1
1,Reyna,1.18,18.0,15.2,4.2,0.52,0.146,256,4301442,e3,act1,silver3
2,Sage,0.95,13.8,14.5,5.1,0.52,0.144,193,4233357,e3,act1,silver3
3,Jett,1.17,17.8,15.3,3.9,0.51,0.134,253,3952143,e3,act1,silver3
4,Omen,0.99,14.9,15.0,5.1,0.5,0.08,208,2361300,e3,act1,silver3
5,Raze,1.06,16.4,15.5,5.0,0.51,0.072,242,2114256,e3,act1,silver3
6,Killjoy,1.0,14.1,14.1,4.1,0.52,0.068,205,2013684,e3,act1,silver3
7,Sova,1.0,14.5,14.4,5.8,0.5,0.068,209,1999302,e3,act1,silver3
8,Viper,1.0,14.4,14.4,5.2,0.51,0.049,203,1432539,e3,act1,silver3
9,Brimstone,0.98,14.5,14.8,6.4,0.51,0.044,207,1302948,e3,act1,silver3
10,Skye,0.98,14.5,14.9,4.7,0.5,0.04,204,1177845,e3,act1,silver3
11,Phoenix,1.08,16.5,15.2,4.1,0.5,0.039,237,1162698,e3,act1,silver3
12,KAY/O,0.91,14.0,15.3,7.0,0.46,0.039,201,1148775,e3,act1,silver3
13,Cypher,0.99,14.2,14.4,4.3,0.5,0.034,199,989859,e3,act1,silver3
14,Yoru,1.0,15.3,15.4,3.5,0.45,0.017,219,510051,e3,act1,silver3
15,Breach,0.95,14.5,15.2,5.1,0.5,0.015,206,431766,e3,act1,silver3
16,Astra,1.01,14.7,14.5,4.8,0.49,0.011,204,334305,e3,act1,silver3
1,Sage,0.94,13.6,14.5,5.0,0.51,0.149,191,4898703,e3,act1,silver2
2,Reyna,1.18,17.8,15.1,4.3,0.52,0.142,255,4677873,e3,act1,silver2
3,Jett,1.15,17.5,15.2,4.0,0.51,0.127,251,4177257,e3,act1,silver2
4,Omen,0.98,14.7,15.0,5.0,0.5,0.079,206,2602479,e3,act1,silver2
5,Raze,1.05,16.1,15.4,5.0,0.51,0.073,240,2404140,e3,act1,silver2
6,Killjoy,0.99,13.9,14.1,4.2,0.52,0.07,204,2301477,e3,act1,silver2
7,Sova,0.99,14.3,14.4,5.7,0.51,0.068,207,2250732,e3,act1,silver2
8,Viper,0.98,14.1,14.4,5.2,0.5,0.048,201,1583346,e3,act1,silver2
9,Brimstone,0.97,14.3,14.8,6.3,0.5,0.046,205,1500216,e3,act1,silver2
10,Phoenix,1.07,16.2,15.1,4.1,0.5,0.042,235,1368687,e3,act1,silver2
11,KAY/O,0.91,13.9,15.3,7.0,0.47,0.039,200,1294023,e3,act1,silver2
12,Skye,0.97,14.3,14.8,4.7,0.5,0.038,202,1261995,e3,act1,silver2
13,Cypher,0.98,14.1,14.4,4.3,0.49,0.033,198,1098285,e3,act1,silver2
14,Yoru,1.0,15.3,15.3,3.6,0.46,0.019,218,620313,e3,act1,silver2
15,Breach,0.95,14.4,15.2,5.1,0.5,0.015,205,492456,e3,act1,silver2
16,Astra,1.0,14.6,14.5,4.7,0.5,0.011,204,345780,e3,act1,silver2
1,Sage,0.92,13.3,14.4,4.9,0.51,0.157,188,5236578,e3,act1,silver1
2,Reyna,1.16,17.5,15.1,4.3,0.51,0.138,251,4616775,e3,act1,silver1
3,Jett,1.13,17.2,15.1,4.0,0.51,0.121,247,4025685,e3,act1,silver1
4,Omen,0.96,14.4,15.0,4.9,0.5,0.077,204,2568258,e3,act1,silver1
5,Raze,1.03,15.8,15.3,5.0,0.51,0.075,236,2490330,e3,act1,silver1
6,Killjoy,0.97,13.7,14.0,4.2,0.52,0.07,201,2346357,e3,act1,silver1
7,Sova,0.97,13.9,14.4,5.6,0.5,0.07,203,2332689,e3,act1,silver1
8,Viper,0.97,13.9,14.3,5.2,0.51,0.048,199,1586202,e3,act1,silver1
9,Brimstone,0.94,14.0,14.8,6.2,0.5,0.046,202,1536426,e3,act1,silver1
10,Phoenix,1.05,15.7,15.0,4.1,0.5,0.046,229,1533723,e3,act1,silver1
11,KAY/O,0.89,13.5,15.2,6.8,0.47,0.038,197,1282242,e3,act1,silver1
12,Skye,0.94,13.9,14.8,4.7,0.5,0.036,198,1195542,e3,act1,silver1
13,Cypher,0.96,13.8,14.4,4.3,0.49,0.033,195,1093695,e3,act1,silver1
14,Yoru,0.97,14.8,15.2,3.6,0.45,0.021,214,707064,e3,act1,silver1
15,Breach,0.93,14.1,15.2,5.0,0.48,0.016,202,518874,e3,act1,silver1
16,Astra,0.99,14.4,14.5,4.6,0.48,0.01,203,322626,e3,act1,silver1
1,Sage,0.92,13.1,14.3,4.9,0.51,0.161,188,3881559,e3,act1,bronze3
2,Reyna,1.15,17.2,14.9,4.3,0.52,0.137,249,3283788,e3,act1,bronze3
3,Jett,1.12,16.8,15.0,4.0,0.52,0.113,243,2724726,e3,act1,bronze3
4,Raze,1.02,15.4,15.2,5.0,0.51,0.076,232,1837173,e3,act1,bronze3
5,Omen,0.97,14.4,14.9,4.8,0.5,0.075,205,1804992,e3,act1,bronze3
6,Killjoy,0.97,13.6,13.9,4.3,0.53,0.072,201,1737264,e3,act1,bronze3
7,Sova,0.95,13.7,14.3,5.6,0.5,0.069,201,1654185,e3,act1,bronze3
8,Viper,0.96,13.7,14.3,5.1,0.5,0.048,199,1166064,e3,act1,bronze3
9,Phoenix,1.04,15.4,14.9,4.1,0.5,0.048,226,1158720,e3,act1,bronze3
10,Brimstone,0.94,13.8,14.7,6.0,0.5,0.046,201,1104711,e3,act1,bronze3
11,KAY/O,0.89,13.5,15.1,6.9,0.48,0.038,197,916878,e3,act1,bronze3
12,Skye,0.93,13.7,14.6,4.6,0.5,0.036,196,861900,e3,act1,bronze3
13,Cypher,0.96,13.6,14.2,4.4,0.5,0.032,194,761073,e3,act1,bronze3
14,Yoru,0.96,14.5,15.1,3.6,0.46,0.024,211,576147,e3,act1,bronze3
15,Breach,0.93,13.9,15.0,5.0,0.5,0.015,202,362100,e3,act1,bronze3
16,Astra,1.0,14.3,14.4,4.5,0.51,0.009,203,211344,e3,act1,bronze3
1,Sage,0.89,12.7,14.3,4.9,0.51,0.168,182,3272619,e3,act1,bronze2
2,Reyna,1.12,16.6,14.8,4.3,0.51,0.13,242,2529345,e3,act1,bronze2
3,Jett,1.08,16.1,14.9,4.0,0.51,0.107,236,2085033,e3,act1,bronze2
4,Raze,0.98,14.8,15.0,5.0,0.5,0.08,226,1557336,e3,act1,bronze2
5,Omen,0.94,14.0,14.8,4.6,0.5,0.072,201,1406478,e3,act1,bronze2
6,Killjoy,0.95,13.2,13.9,4.3,0.52,0.072,198,1395411,e3,act1,bronze2
7,Sova,0.92,13.2,14.4,5.4,0.5,0.07,196,1368840,e3,act1,bronze2
8,Phoenix,0.98,14.6,14.8,4.1,0.48,0.052,217,1014237,e3,act1,bronze2
9,Viper,0.93,13.4,14.3,5.1,0.5,0.049,194,947478,e3,act1,bronze2
10,Brimstone,0.92,13.4,14.6,5.9,0.5,0.045,196,875976,e3,act1,bronze2
11,KAY/O,0.86,13.0,15.0,6.7,0.47,0.037,192,717315,e3,act1,bronze2
12,Skye,0.9,13.1,14.6,4.6,0.5,0.036,190,704769,e3,act1,bronze2
13,Cypher,0.94,13.4,14.2,4.4,0.49,0.032,192,627351,e3,act1,bronze2
14,Yoru,0.93,14.1,15.1,3.6,0.46,0.027,205,530094,e3,act1,bronze2
15,Breach,0.9,13.5,15.1,5.0,0.49,0.015,197,296565,e3,act1,bronze2
16,Astra,0.97,13.8,14.3,4.4,0.5,0.008,198,152286,e3,act1,bronze2
1,Sage,0.87,12.3,14.2,4.8,0.52,0.174,178,2315502,e3,act1,bronze1
2,Reyna,1.09,16.1,14.8,4.3,0.51,0.125,236,1669332,e3,act1,bronze1
3,Jett,1.05,15.5,14.8,4.0,0.51,0.099,229,1313709,e3,act1,bronze1
4,Raze,0.97,14.4,14.9,4.9,0.51,0.083,221,1103487,e3,act1,bronze1
5,Killjoy,0.93,12.9,13.9,4.4,0.53,0.074,194,989706,e3,act1,bronze1
6,Omen,0.92,13.7,14.8,4.5,0.5,0.07,197,934779,e3,act1,bronze1
7,Sova,0.89,12.7,14.3,5.3,0.5,0.069,191,923508,e3,act1,bronze1
8,Viper,0.9,12.9,14.3,5.0,0.5,0.051,189,684675,e3,act1,bronze1
9,Phoenix,0.96,14.2,14.8,4.0,0.49,0.051,212,684114,e3,act1,bronze1
10,Brimstone,0.89,13.0,14.6,5.7,0.5,0.043,193,571353,e3,act1,bronze1
11,KAY/O,0.84,12.5,14.8,6.5,0.48,0.039,186,513723,e3,act1,bronze1
12,Skye,0.88,12.9,14.6,4.7,0.51,0.037,187,487560,e3,act1,bronze1
13,Cypher,0.92,13.0,14.1,4.4,0.51,0.032,186,421566,e3,act1,bronze1
14,Yoru,0.91,13.7,15.0,3.6,0.46,0.03,202,401625,e3,act1,bronze1
15,Breach,0.88,13.2,15.0,4.9,0.51,0.014,193,189108,e3,act1,bronze1
16,Astra,0.92,13.1,14.2,4.4,0.5,0.008,190,100062,e3,act1,bronze1
1,Sage,0.83,11.7,14.2,4.7,0.51,0.177,171,2071467,e3,act1,iron3
2,Reyna,1.05,15.3,14.7,4.3,0.51,0.123,227,1434375,e3,act1,iron3
3,Jett,1.0,14.8,14.8,4.0,0.5,0.098,220,1147500,e3,act1,iron3
4,Raze,0.93,13.8,14.9,4.9,0.51,0.087,213,1015053,e3,act1,iron3
5,Sova,0.84,12.1,14.3,5.1,0.5,0.071,183,829923,e3,act1,iron3
6,Killjoy,0.89,12.3,13.8,4.3,0.52,0.07,187,816102,e3,act1,iron3
7,Omen,0.89,13.1,14.6,4.4,0.5,0.066,191,776016,e3,act1,iron3
8,Phoenix,0.91,13.3,14.7,4.0,0.48,0.056,201,657849,e3,act1,iron3
9,Viper,0.85,12.2,14.3,4.9,0.5,0.052,181,604605,e3,act1,iron3
10,Brimstone,0.86,12.5,14.6,5.5,0.49,0.04,185,466803,e3,act1,iron3
11,KAY/O,0.81,12.0,14.9,6.4,0.48,0.037,180,429675,e3,act1,iron3
12,Skye,0.85,12.3,14.5,4.6,0.5,0.036,180,415599,e3,act1,iron3
13,Yoru,0.88,13.1,14.9,3.6,0.46,0.034,194,402288,e3,act1,iron3
14,Cypher,0.87,12.4,14.1,4.3,0.49,0.031,180,366690,e3,act1,iron3
15,Breach,0.85,12.6,14.8,4.8,0.52,0.014,186,162435,e3,act1,iron3
16,Astra,0.9,13.0,14.4,4.3,0.49,0.006,186,74256,e3,act1,iron3
1,Sage,0.8,11.2,14.1,4.5,0.51,0.178,165,1041981,e3,act1,iron2
2,Reyna,1.03,15.0,14.5,4.2,0.51,0.12,222,704565,e3,act1,iron2
3,Jett,0.97,14.2,14.7,3.9,0.5,0.094,212,550086,e3,act1,iron2
4,Raze,0.92,13.4,14.7,4.8,0.5,0.094,209,550086,e3,act1,iron2
5,Killjoy,0.88,11.9,13.6,4.3,0.53,0.07,184,409173,e3,act1,iron2
6,Sova,0.83,11.8,14.2,5.1,0.5,0.069,179,405909,e3,act1,iron2
7,Omen,0.87,12.7,14.6,4.2,0.51,0.064,186,377094,e3,act1,iron2
8,Phoenix,0.9,13.1,14.6,3.9,0.49,0.055,197,322167,e3,act1,iron2
9,Viper,0.81,11.6,14.2,4.7,0.5,0.054,173,316608,e3,act1,iron2
10,KAY/O,0.8,11.7,14.7,6.3,0.48,0.04,177,232866,e3,act1,iron2
11,Brimstone,0.83,12.1,14.5,5.3,0.5,0.039,179,227103,e3,act1,iron2
12,Yoru,0.86,12.6,14.6,3.5,0.49,0.037,187,217974,e3,act1,iron2
13,Skye,0.82,11.8,14.3,4.5,0.51,0.036,173,208233,e3,act1,iron2
14,Cypher,0.85,11.8,13.9,4.3,0.5,0.03,173,175134,e3,act1,iron2
15,Breach,0.82,12.1,14.8,4.6,0.51,0.014,180,80223,e3,act1,iron2
16,Astra,0.88,12.4,14.1,4.0,0.47,0.006,182,36720,e3,act1,iron2
1,Sage,0.74,10.3,14.0,4.2,0.5,0.177,154,767958,e3,act1,iron1
2,Reyna,0.96,13.7,14.3,4.0,0.5,0.114,208,497199,e3,act1,iron1
3,Raze,0.86,12.4,14.5,4.7,0.51,0.1,196,436917,e3,act1,iron1
4,Jett,0.9,13.1,14.5,3.7,0.49,0.098,198,426207,e3,act1,iron1
5,Sova,0.76,10.8,14.1,4.7,0.48,0.071,166,309978,e3,act1,iron1
6,Killjoy,0.82,11.2,13.7,4.1,0.52,0.064,174,277389,e3,act1,iron1
7,Omen,0.82,11.8,14.4,3.9,0.49,0.061,176,265098,e3,act1,iron1
8,Phoenix,0.81,11.7,14.4,3.6,0.46,0.059,179,254898,e3,act1,iron1
9,Viper,0.75,10.7,14.3,4.4,0.49,0.057,161,248319,e3,act1,iron1
10,Yoru,0.81,11.7,14.5,3.4,0.48,0.043,176,185946,e3,act1,iron1
11,KAY/O,0.73,10.7,14.6,5.9,0.47,0.038,163,164883,e3,act1,iron1
12,Brimstone,0.77,11.1,14.3,4.9,0.48,0.037,168,161619,e3,act1,iron1
13,Skye,0.76,10.7,14.2,4.2,0.51,0.033,161,144228,e3,act1,iron1
14,Cypher,0.79,11.1,14.1,4.1,0.49,0.029,163,125409,e3,act1,iron1
15,Breach,0.79,11.6,14.6,4.5,0.51,0.013,174,57885,e3,act1,iron1
16,Astra,0.81,11.2,13.8,3.9,0.5,0.006,166,25245,e3,act1,iron1
1,Jett,1.14,18.6,16.4,3.6,0.51,0.193,253,65943,e2,act3,radiant
2,Reyna,1.15,18.4,16.0,4.3,0.52,0.137,250,46716,e2,act3,radiant
3,Sova,1.05,15.4,14.7,7.2,0.52,0.114,216,38811,e2,act3,radiant
4,Sage,1.01,15.3,15.1,6.9,0.52,0.113,206,38454,e2,act3,radiant
5,Raze,1.04,17.3,16.7,4.9,0.46,0.097,247,32997,e2,act3,radiant
6,Omen,0.99,15.3,15.4,4.3,0.49,0.087,205,29682,e2,act3,radiant
7,Killjoy,1.05,15.7,14.9,3.6,0.48,0.051,212,17238,e2,act3,radiant
8,Viper,1.02,15.2,15.0,5.4,0.52,0.05,210,17187,e2,act3,radiant
9,Skye,0.99,15.8,15.9,5.4,0.46,0.036,208,12189,e2,act3,radiant
10,Cypher,1.05,16.0,15.2,5.0,0.44,0.033,212,11118,e2,act3,radiant
11,Phoenix,1.06,17.3,16.2,4.6,0.47,0.031,233,10506,e2,act3,radiant
12,Astra,1.07,15.9,14.9,4.6,0.55,0.028,213,9384,e2,act3,radiant
13,Brimstone,0.97,15.3,15.7,5.4,0.45,0.016,210,5508,e2,act3,radiant
14,Yoru,1.06,16.0,15.0,4.4,0.51,0.011,221,3825,e2,act3,radiant
15,Breach,0.75,11.9,15.8,7.0,0.38,0.005,167,1632,e2,act3,radiant
1,Jett,1.07,17.3,16.1,3.5,0.49,0.168,240,813450,e2,act3,immortal
2,Sage,0.96,14.3,14.8,7.0,0.51,0.135,198,653820,e2,act3,immortal
3,Reyna,1.09,17.3,15.9,4.3,0.5,0.129,240,626127,e2,act3,immortal
4,Omen,0.97,14.8,15.3,4.0,0.5,0.105,202,510357,e2,act3,immortal
5,Sova,0.98,14.3,14.6,6.7,0.51,0.09,204,435591,e2,act3,immortal
6,Raze,1.03,16.7,16.1,4.9,0.51,0.084,242,406929,e2,act3,immortal
7,Killjoy,1.0,14.5,14.5,3.7,0.51,0.068,201,327675,e2,act3,immortal
8,Viper,0.98,14.4,14.8,5.3,0.51,0.046,200,224145,e2,act3,immortal
9,Cypher,0.95,14.2,14.9,4.7,0.46,0.042,195,205377,e2,act3,immortal
10,Phoenix,1.02,16.2,15.8,4.4,0.48,0.034,228,164424,e2,act3,immortal
11,Skye,0.91,14.3,15.7,5.2,0.48,0.033,195,158049,e2,act3,immortal
12,Brimstone,0.96,14.4,15.0,5.2,0.51,0.027,202,130305,e2,act3,immortal
13,Astra,0.99,14.7,14.9,4.5,0.48,0.022,198,105978,e2,act3,immortal
14,Breach,0.87,13.5,15.5,6.8,0.45,0.01,191,49419,e2,act3,immortal
15,Yoru,0.92,14.8,16.0,3.9,0.41,0.008,207,39984,e2,act3,immortal
1,Jett,1.07,17.1,16.0,3.6,0.51,0.155,238,326604,e2,act3,diamond3
2,Sage,0.94,13.9,14.8,6.9,0.51,0.145,195,305133,e2,act3,diamond3
3,Reyna,1.09,17.2,15.8,4.4,0.5,0.133,241,281010,e2,act3,diamond3
4,Omen,0.94,14.5,15.3,4.0,0.49,0.11,198,231693,e2,act3,diamond3
5,Sova,0.97,14.1,14.5,6.6,0.5,0.084,204,177021,e2,act3,diamond3
6,Raze,1.04,16.6,16.0,4.9,0.52,0.081,240,171207,e2,act3,diamond3
7,Killjoy,0.98,14.1,14.5,3.7,0.51,0.067,198,141627,e2,act3,diamond3
8,Viper,0.96,14.1,14.7,5.3,0.49,0.042,199,88893,e2,act3,diamond3
9,Cypher,0.95,14.2,14.9,4.9,0.48,0.04,196,85068,e2,act3,diamond3
10,Phoenix,1.02,16.0,15.7,4.5,0.51,0.038,227,80784,e2,act3,diamond3
11,Brimstone,0.93,13.9,15.0,5.4,0.51,0.032,199,67575,e2,act3,diamond3
12,Skye,0.91,13.8,15.3,5.1,0.49,0.031,193,66096,e2,act3,diamond3
13,Astra,0.95,14.0,14.8,4.4,0.5,0.017,193,36210,e2,act3,diamond3
14,Breach,0.88,13.8,15.7,6.7,0.46,0.014,193,29937,e2,act3,diamond3
15,Yoru,0.91,14.4,15.9,3.8,0.41,0.008,202,16422,e2,act3,diamond3
1,Jett,1.09,17.3,16.0,3.6,0.51,0.157,242,396678,e2,act3,diamond2
2,Sage,0.95,13.9,14.7,6.9,0.52,0.142,196,356745,e2,act3,diamond2
3,Reyna,1.1,17.3,15.8,4.4,0.49,0.135,243,339150,e2,act3,diamond2
4,Omen,0.97,14.8,15.3,3.9,0.5,0.105,203,264843,e2,act3,diamond2
5,Raze,1.03,16.4,16.0,4.9,0.5,0.082,239,207468,e2,act3,diamond2
6,Sova,0.99,14.4,14.5,6.6,0.51,0.081,205,203643,e2,act3,diamond2
7,Killjoy,0.98,14.2,14.5,3.8,0.5,0.066,199,167484,e2,act3,diamond2
8,Viper,0.98,14.3,14.6,5.3,0.49,0.044,200,109803,e2,act3,diamond2
9,Phoenix,1.02,16.0,15.7,4.3,0.48,0.04,229,101898,e2,act3,diamond2
10,Cypher,0.95,14.3,15.0,4.9,0.47,0.04,195,99858,e2,act3,diamond2
11,Brimstone,0.96,14.2,14.8,5.2,0.5,0.032,203,81753,e2,act3,diamond2
12,Skye,0.94,14.4,15.4,5.1,0.47,0.032,198,79407,e2,act3,diamond2
13,Astra,0.99,14.6,14.8,4.3,0.5,0.017,199,42738,e2,act3,diamond2
14,Breach,0.87,13.9,15.9,6.4,0.43,0.017,193,42483,e2,act3,diamond2
15,Yoru,0.98,15.2,15.6,3.9,0.44,0.01,213,25398,e2,act3,diamond2
1,Jett,1.09,17.4,16.0,3.6,0.5,0.155,242,516375,e2,act3,diamond1
2,Sage,0.95,14.1,14.8,6.9,0.51,0.143,197,475218,e2,act3,diamond1
3,Reyna,1.1,17.4,15.8,4.5,0.51,0.135,244,449259,e2,act3,diamond1
4,Omen,0.96,14.8,15.4,3.9,0.49,0.105,202,348024,e2,act3,diamond1
5,Raze,1.03,16.5,16.0,4.9,0.5,0.082,240,273870,e2,act3,diamond1
6,Sova,0.98,14.3,14.5,6.5,0.5,0.08,205,264894,e2,act3,diamond1
7,Killjoy,0.96,14.0,14.6,3.8,0.48,0.065,198,215169,e2,act3,diamond1
8,Viper,0.98,14.4,14.7,5.3,0.5,0.044,202,145299,e2,act3,diamond1
9,Phoenix,1.04,16.3,15.7,4.4,0.48,0.041,232,137751,e2,act3,diamond1
10,Cypher,0.95,14.1,14.8,4.8,0.48,0.04,195,134130,e2,act3,diamond1
11,Brimstone,0.95,14.2,15.0,5.3,0.5,0.034,201,112353,e2,act3,diamond1
12,Skye,0.94,14.4,15.3,5.0,0.49,0.031,199,101592,e2,act3,diamond1
13,Breach,0.88,13.7,15.6,6.1,0.45,0.018,195,59772,e2,act3,diamond1
14,Astra,0.98,14.7,15.0,4.3,0.51,0.018,199,59619,e2,act3,diamond1
15,Yoru,0.96,15.0,15.7,3.9,0.45,0.011,211,35088,e2,act3,diamond1
1,Jett,1.12,17.7,15.9,3.7,0.5,0.159,247,720630,e2,act3,platinum3
2,Sage,0.96,14.2,14.8,6.9,0.52,0.139,199,629391,e2,act3,platinum3
3,Reyna,1.12,17.6,15.7,4.4,0.5,0.137,247,622251,e2,act3,platinum3
4,Omen,0.96,14.8,15.3,3.9,0.48,0.102,203,462111,e2,act3,platinum3
5,Raze,1.05,16.8,15.9,4.9,0.5,0.086,244,389742,e2,act3,platinum3
6,Sova,1.0,14.5,14.5,6.5,0.51,0.076,208,343128,e2,act3,platinum3
7,Killjoy,0.99,14.3,14.5,3.8,0.51,0.064,202,292179,e2,act3,platinum3
8,Viper,1.0,14.5,14.6,5.3,0.51,0.044,205,198543,e2,act3,platinum3
9,Phoenix,1.05,16.5,15.7,4.5,0.49,0.043,234,196758,e2,act3,platinum3
10,Cypher,0.97,14.3,14.8,4.9,0.49,0.039,198,178551,e2,act3,platinum3
11,Brimstone,0.97,14.6,15.1,5.3,0.51,0.035,205,157233,e2,act3,platinum3
12,Skye,0.94,14.4,15.3,5.1,0.48,0.03,201,134334,e2,act3,platinum3
13,Breach,0.89,14.0,15.8,6.2,0.44,0.019,196,85119,e2,act3,platinum3
14,Astra,1.01,14.9,14.8,4.3,0.49,0.017,204,75582,e2,act3,platinum3
15,Yoru,0.97,15.4,15.8,3.9,0.45,0.013,214,56916,e2,act3,platinum3
1,Jett,1.12,17.7,15.9,3.7,0.5,0.154,247,917133,e2,act3,platinum2
2,Sage,0.95,14.1,14.8,6.9,0.51,0.14,198,838083,e2,act3,platinum2
3,Reyna,1.13,17.6,15.6,4.4,0.51,0.138,248,822324,e2,act3,platinum2
4,Omen,0.97,14.9,15.4,3.9,0.49,0.1,205,595476,e2,act3,platinum2
5,Raze,1.05,16.7,15.8,4.9,0.51,0.083,243,494496,e2,act3,platinum2
6,Sova,0.99,14.4,14.6,6.4,0.5,0.077,207,457317,e2,act3,platinum2
7,Killjoy,0.98,14.2,14.4,3.8,0.5,0.064,200,379848,e2,act3,platinum2
8,Viper,1.0,14.5,14.6,5.2,0.5,0.045,205,271116,e2,act3,platinum2
9,Phoenix,1.06,16.5,15.6,4.3,0.49,0.045,234,269892,e2,act3,platinum2
10,Cypher,0.96,14.2,14.8,4.8,0.48,0.039,197,231336,e2,act3,platinum2
11,Brimstone,0.96,14.4,15.0,5.3,0.51,0.037,205,223125,e2,act3,platinum2
12,Skye,0.94,14.5,15.3,5.0,0.47,0.031,201,183294,e2,act3,platinum2
13,Breach,0.9,14.0,15.6,6.0,0.45,0.019,198,114495,e2,act3,platinum2
14,Astra,1.01,14.9,14.7,4.2,0.49,0.016,205,95727,e2,act3,platinum2
15,Yoru,0.97,15.3,15.9,3.9,0.46,0.012,213,73032,e2,act3,platinum2
1,Jett,1.1,17.4,15.8,3.7,0.49,0.148,244,1213290,e2,act3,platinum1
2,Sage,0.95,13.9,14.7,6.9,0.51,0.141,196,1160046,e2,act3,platinum1
3,Reyna,1.11,17.4,15.7,4.5,0.5,0.136,246,1118787,e2,act3,platinum1
4,Omen,0.97,14.7,15.3,3.8,0.5,0.1,204,819417,e2,act3,platinum1
5,Raze,1.05,16.6,15.8,4.9,0.52,0.084,242,687072,e2,act3,platinum1
6,Sova,0.98,14.3,14.6,6.4,0.51,0.075,206,618375,e2,act3,platinum1
7,Killjoy,0.97,14.0,14.5,3.8,0.5,0.065,198,534072,e2,act3,platinum1
8,Viper,0.97,14.3,14.7,5.2,0.5,0.047,202,382602,e2,act3,platinum1
9,Phoenix,1.04,16.4,15.7,4.4,0.49,0.045,232,369189,e2,act3,platinum1
10,Cypher,0.96,14.1,14.8,4.8,0.47,0.039,196,322014,e2,act3,platinum1
11,Brimstone,0.95,14.2,15.0,5.2,0.51,0.039,202,320535,e2,act3,platinum1
12,Skye,0.92,14.1,15.3,5.0,0.47,0.031,197,254286,e2,act3,platinum1
13,Breach,0.89,14.1,15.8,5.9,0.44,0.021,199,168555,e2,act3,platinum1
14,Astra,1.0,14.7,14.7,4.1,0.5,0.015,202,127092,e2,act3,platinum1
15,Yoru,0.95,14.9,15.6,3.9,0.45,0.013,211,106743,e2,act3,platinum1
1,Jett,1.13,17.7,15.7,3.8,0.51,0.147,249,1667139,e2,act3,gold3
2,Sage,0.96,14.0,14.7,6.9,0.51,0.143,198,1614762,e2,act3,gold3
